Date,KPI Name,Value,Target,Unit,Department,Category,Remarks
02-06-2024,Employee Turnover Rate,1.46,1.33,%,Operations,Social Impact,Above target
19-11-2024,Product Defect Rate,3.34,3.07,%,Quality Control,Quality,On track
02-05-2024,Inspection Hours,8.5,7.73,hours,Quality Control,Quality,New initiative
12-09-2024,Audit Failures,0.13,0.12,count,Quality Control,Quality,Below target
26-07-2024,Product Defect Rate,0.67,0.6,%,Quality Control,Quality,On track
13-12-2024,Carbon Emissions,89.53,82.64,tons,Manufacturing,Emissions,Requires improvement
07-09-2024,Employee Turnover Rate,1.99,1.89,%,Operations,Social Impact,Above target
25-12-2024,Water Usage,45451.77,42311.9,liters,Manufacturing,Water,Above target
19-02-2024,Workplace Safety Incidents,0.52,0.47,count,Operations,Social Impact,Below target
28-02-2024,Inspection Hours,25.88,23.37,hours,Quality Control,Quality,On track
13-12-2024,Inspection Hours,6.58,5.99,hours,Quality Control,Quality,Below target
11-03-2024,Customer Complaints,1.21,1.13,count,Quality Control,Social Impact,New initiative
02-02-2024,On-Time Delivery Rate,86.12,92.64,%,Logistics,Operational,Below target
10-10-2024,Waste Generation,940.06,877.94,kg,Manufacturing,Waste,Below target
21-02-2024,Equipment Maintenance Cost,2814.62,2615.06,USD,Operations,Operational,Above target
04-01-2024,Inspection Hours,5.39,4.98,hours,Quality Control,Quality,On track
01-08-2024,Workplace Safety Incidents,2.12,1.97,count,Operations,Social Impact,Below target
18-08-2024,Inspection Hours,10.15,9.46,hours,Quality Control,Quality,New initiative
01-11-2024,Inspection Hours,28.45,26.47,hours,Quality Control,Quality,On track
27-06-2024,Equipment Maintenance Cost,6314.47,5710.81,USD,Operations,Operational,Below target
18-02-2024,Product Defect Rate,3.01,2.74,%,Quality Control,Quality,New initiative
21-05-2024,On-Time Delivery Rate,83.48,89.64,%,Logistics,Operational,Above target
11-09-2024,Carbon Emissions,21.3,20.14,tons,Manufacturing,Emissions,Requires improvement
25-05-2024,Employee Turnover Rate,1.59,1.51,%,Operations,Social Impact,Below target
23-01-2024,Equipment Maintenance Cost,2888.13,2688.39,USD,Operations,Operational,Requires improvement
05-09-2024,Energy Consumption,46618.76,42366.87,kWh,Manufacturing,Energy,On track
23-10-2024,Energy Consumption,45278.56,42383.91,kWh,Manufacturing,Energy,New initiative
27-04-2024,Transport Emissions,4.78,4.46,tons,Logistics,Emissions,Below target
12-04-2024,Waste Generation,1373.35,1293.35,kg,Manufacturing,Waste,Requires improvement
11-08-2024,Inspection Hours,6.84,6.36,hours,Quality Control,Quality,On track
10-07-2024,Employee Turnover Rate,2.03,1.89,%,Operations,Social Impact,Requires improvement
13-04-2024,Equipment Maintenance Cost,7338.3,6836.37,USD,Operations,Operational,Below target
10-03-2024,On-Time Delivery Rate,79.21,85.32,%,Logistics,Operational,Below target
22-04-2024,Water Usage,23470.37,21324.24,liters,Manufacturing,Water,Below target
28-03-2024,On-Time Delivery Rate,86.57,92.9,%,Logistics,Operational,New initiative
29-10-2024,Workplace Safety Incidents,1.24,1.15,count,Operations,Social Impact,Above target
06-05-2024,Audit Failures,0.56,0.52,count,Quality Control,Quality,Above target
17-03-2024,Transport Emissions,12.01,11.34,tons,Logistics,Emissions,New initiative
15-09-2024,Water Usage,49029.02,44224.32,liters,Manufacturing,Water,Requires improvement
19-08-2024,Water Usage,27024.96,24970.08,liters,Manufacturing,Water,On track
21-04-2024,Inspection Hours,7.08,6.64,hours,Quality Control,Quality,Requires improvement
09-01-2024,Training Hours,17.07,18.31,hours,Operations,Social Impact,On track
25-10-2024,Customer Complaints,1.62,1.5,count,Quality Control,Social Impact,New initiative
04-04-2024,Water Usage,23724.27,21516.28,liters,Manufacturing,Water,Requires improvement
16-07-2024,Transport Emissions,14.37,12.93,tons,Logistics,Emissions,On track
04-10-2024,Fuel Efficiency,6.08,6.48,km/l,Logistics,Energy,New initiative
20-09-2024,Workplace Safety Incidents,1.86,1.71,count,Operations,Social Impact,On track
21-01-2024,Fuel Efficiency,5.1,5.55,km/l,Logistics,Energy,New initiative
14-10-2024,Packaging Waste,128.87,119.58,kg,Logistics,Waste,On track
28-11-2024,Employee Turnover Rate,2.09,1.97,%,Operations,Social Impact,On track
29-06-2024,Inspection Hours,23.83,22.35,hours,Quality Control,Quality,Below target
19-08-2024,Transport Emissions,6.27,5.66,tons,Logistics,Emissions,Below target
29-05-2024,Product Defect Rate,2.62,2.43,%,Quality Control,Quality,New initiative
06-04-2024,Customer Complaints,8,7.58,count,Quality Control,Social Impact,On track
09-02-2024,Product Defect Rate,0.86,0.81,%,Quality Control,Quality,Below target
18-03-2024,Carbon Emissions,37.79,34.83,tons,Manufacturing,Emissions,Requires improvement
08-03-2024,Workplace Safety Incidents,0.88,0.83,count,Operations,Social Impact,New initiative
29-05-2024,Customer Complaints,4.2,3.93,count,Quality Control,Social Impact,On track
26-11-2024,Workplace Safety Incidents,0.07,0.07,count,Operations,Social Impact,New initiative
05-09-2024,Transport Emissions,12,11.19,tons,Logistics,Emissions,Below target
28-03-2024,Audit Failures,0.61,0.55,count,Quality Control,Quality,Below target
16-03-2024,On-Time Delivery Rate,85.22,89.84,%,Logistics,Operational,On track
30-12-2024,Packaging Waste,255.17,231.78,kg,Logistics,Waste,Above target
23-03-2024,On-Time Delivery Rate,89.23,94.73,%,Logistics,Operational,Above target
13-08-2024,Workplace Safety Incidents,0.12,0.11,count,Operations,Social Impact,Above target
06-12-2024,Packaging Waste,133.02,123.46,kg,Logistics,Waste,On track
30-09-2024,Packaging Waste,116.57,107.53,kg,Logistics,Waste,Above target
15-03-2024,Fuel Efficiency,8.83,9.6,km/l,Logistics,Energy,Requires improvement
16-09-2024,Customer Complaints,1.56,1.48,count,Quality Control,Social Impact,New initiative
07-12-2024,Packaging Waste,263.26,240.75,kg,Logistics,Waste,New initiative
21-01-2024,Equipment Maintenance Cost,3717.5,3366.63,USD,Operations,Operational,Requires improvement
16-08-2024,Workplace Safety Incidents,0.92,0.85,count,Operations,Social Impact,Above target
25-10-2024,Fuel Efficiency,6.17,6.63,km/l,Logistics,Energy,Above target
12-12-2024,Training Hours,12.49,13.81,hours,Operations,Social Impact,Requires improvement
05-11-2024,Production Downtime,10.92,10.1,hours,Manufacturing,Operational,New initiative
08-07-2024,Waste Generation,2289.17,2108.28,kg,Manufacturing,Waste,Requires improvement
16-08-2024,Customer Complaints,0.12,0.11,count,Quality Control,Social Impact,Below target
14-08-2024,Carbon Emissions,80.96,75.51,tons,Manufacturing,Emissions,Requires improvement
31-07-2024,On-Time Delivery Rate,88.27,93.06,%,Logistics,Operational,Requires improvement
20-06-2024,Workplace Safety Incidents,0.43,0.39,count,Operations,Social Impact,New initiative
23-11-2024,Production Downtime,16.34,14.78,hours,Manufacturing,Operational,Requires improvement
11-03-2024,Transport Emissions,4.32,3.99,tons,Logistics,Emissions,New initiative
22-01-2024,Employee Turnover Rate,1.86,1.75,%,Operations,Social Impact,Requires improvement
14-01-2024,Packaging Waste,272.35,255.19,kg,Logistics,Waste,Above target
04-03-2024,Carbon Emissions,36.93,33.64,tons,Manufacturing,Emissions,Requires improvement
15-01-2024,Transport Emissions,4.41,4.17,tons,Logistics,Emissions,Above target
04-07-2024,Waste Generation,2819.53,2566.64,kg,Manufacturing,Waste,New initiative
21-12-2024,Audit Failures,1.74,1.62,count,Quality Control,Quality,Requires improvement
24-03-2024,Waste Generation,2869.64,2660.12,kg,Manufacturing,Waste,Below target
01-07-2024,Carbon Emissions,42.41,38.77,tons,Manufacturing,Emissions,Above target
25-01-2024,Workplace Safety Incidents,0.82,0.76,count,Operations,Social Impact,Below target
09-04-2024,Packaging Waste,288.33,273,kg,Logistics,Waste,New initiative
10-06-2024,Workplace Safety Incidents,1.8,1.64,count,Operations,Social Impact,Below target
30-09-2024,Packaging Waste,358.45,334.94,kg,Logistics,Waste,On track
05-09-2024,On-Time Delivery Rate,78.82,85.13,%,Logistics,Operational,Below target
20-03-2024,Customer Complaints,9.21,8.36,count,Quality Control,Social Impact,Above target
29-09-2024,Employee Turnover Rate,1.82,1.69,%,Operations,Social Impact,New initiative
09-01-2024,Water Usage,23564.08,21297.69,liters,Manufacturing,Water,Above target
01-11-2024,Customer Complaints,3.12,2.86,count,Quality Control,Social Impact,Requires improvement
23-04-2024,On-Time Delivery Rate,83.02,92.1,%,Logistics,Operational,On track
07-03-2024,Employee Turnover Rate,1.63,1.53,%,Operations,Social Impact,Above target
10-01-2024,Water Usage,34850.09,32731.26,liters,Manufacturing,Water,On track
30-10-2024,Audit Failures,0.09,0.08,count,Quality Control,Quality,New initiative
03-06-2024,Water Usage,6827.19,6230.84,liters,Manufacturing,Water,On track
27-10-2024,Energy Consumption,40206.69,38035.73,kWh,Manufacturing,Energy,Above target
22-05-2024,Employee Turnover Rate,1.59,1.51,%,Operations,Social Impact,Above target
03-05-2024,Packaging Waste,122.25,113.09,kg,Logistics,Waste,New initiative
21-04-2024,Energy Consumption,41881.39,39291.54,kWh,Manufacturing,Energy,New initiative
20-02-2024,Training Hours,11.94,12.73,hours,Operations,Social Impact,On track
10-12-2024,Equipment Maintenance Cost,3981.4,3700.59,USD,Operations,Operational,Requires improvement
19-04-2024,Carbon Emissions,93.56,85.13,tons,Manufacturing,Emissions,Requires improvement
26-08-2024,Equipment Maintenance Cost,1572.03,1492.22,USD,Operations,Operational,On track
12-10-2024,Production Downtime,7.04,6.6,hours,Manufacturing,Operational,Below target
21-08-2024,Energy Consumption,19765.19,17903.03,kWh,Manufacturing,Energy,Below target
06-04-2024,Transport Emissions,5.29,4.87,tons,Logistics,Emissions,Requires improvement
11-12-2024,Water Usage,47015.02,43177.28,liters,Manufacturing,Water,On track
02-03-2024,Product Defect Rate,2.28,2.11,%,Quality Control,Quality,On track
27-03-2024,Equipment Maintenance Cost,4305.93,4002.48,USD,Operations,Operational,On track
25-07-2024,Waste Generation,5207.69,4881,kg,Manufacturing,Waste,New initiative
24-10-2024,Carbon Emissions,92.8,85.43,tons,Manufacturing,Emissions,Below target
05-09-2024,Transport Emissions,7.77,7.25,tons,Logistics,Emissions,Requires improvement
07-09-2024,On-Time Delivery Rate,83.91,92.68,%,Logistics,Operational,Below target
28-01-2024,Inspection Hours,20.71,18.78,hours,Quality Control,Quality,On track
05-11-2024,Water Usage,34227.26,32468.1,liters,Manufacturing,Water,Requires improvement
04-12-2024,On-Time Delivery Rate,81.97,88.03,%,Logistics,Operational,On track
15-09-2024,Audit Failures,0.4,0.37,count,Quality Control,Quality,Requires improvement
17-01-2024,Packaging Waste,414.27,384.04,kg,Logistics,Waste,On track
14-08-2024,Product Defect Rate,2.23,2.04,%,Quality Control,Quality,Requires improvement
27-12-2024,Product Defect Rate,0.65,0.6,%,Quality Control,Quality,Below target
06-09-2024,Equipment Maintenance Cost,4591.47,4204.06,USD,Operations,Operational,Requires improvement
19-10-2024,Production Downtime,15.13,14.12,hours,Manufacturing,Operational,New initiative
19-07-2024,Audit Failures,1.12,1.02,count,Quality Control,Quality,On track
25-05-2024,Transport Emissions,12.23,11.24,tons,Logistics,Emissions,Below target
27-06-2024,Fuel Efficiency,4.64,5.14,km/l,Logistics,Energy,Below target
29-07-2024,Waste Generation,2171.47,2026.75,kg,Manufacturing,Waste,Below target
30-10-2024,Fuel Efficiency,7.58,8.31,km/l,Logistics,Energy,Below target
11-01-2024,Energy Consumption,44102.3,39944.49,kWh,Manufacturing,Energy,Above target
20-09-2024,Fuel Efficiency,6.89,7.3,km/l,Logistics,Energy,New initiative
11-06-2024,Customer Complaints,0.2,0.18,count,Quality Control,Social Impact,On track
21-02-2024,Audit Failures,0.64,0.58,count,Quality Control,Quality,Requires improvement
26-03-2024,Training Hours,25.72,27.35,hours,Operations,Social Impact,Below target
01-10-2024,Packaging Waste,486.24,442.52,kg,Logistics,Waste,On track
24-07-2024,Training Hours,15.49,16.93,hours,Operations,Social Impact,New initiative
21-06-2024,Workplace Safety Incidents,2.15,2,count,Operations,Social Impact,New initiative
17-04-2024,Fuel Efficiency,7.25,7.83,km/l,Logistics,Energy,Requires improvement
09-08-2024,Fuel Efficiency,7.56,8.26,km/l,Logistics,Energy,Below target
20-08-2024,On-Time Delivery Rate,81.35,89.14,%,Logistics,Operational,New initiative
22-10-2024,Workplace Safety Incidents,1.88,1.74,count,Operations,Social Impact,Above target
17-05-2024,Inspection Hours,21.52,20.25,hours,Quality Control,Quality,Requires improvement
03-05-2024,Product Defect Rate,2.85,2.62,%,Quality Control,Quality,Above target
20-11-2024,Training Hours,39.57,42.99,hours,Operations,Social Impact,On track
11-05-2024,Equipment Maintenance Cost,3035.88,2775.86,USD,Operations,Operational,Above target
05-05-2024,Equipment Maintenance Cost,2765.59,2509.77,USD,Operations,Operational,On track
27-11-2024,Transport Emissions,10.22,9.7,tons,Logistics,Emissions,Requires improvement
22-05-2024,Carbon Emissions,25.72,24.34,tons,Manufacturing,Emissions,Below target
29-01-2024,Workplace Safety Incidents,2.89,2.67,count,Operations,Social Impact,On track
05-07-2024,Waste Generation,3375.94,3087.68,kg,Manufacturing,Waste,Requires improvement
30-04-2024,Water Usage,47214.94,44203.18,liters,Manufacturing,Water,Above target
06-12-2024,Production Downtime,16.02,15.17,hours,Manufacturing,Operational,New initiative
09-06-2024,Transport Emissions,17.81,16.24,tons,Logistics,Emissions,On track
21-04-2024,Transport Emissions,16.31,15.29,tons,Logistics,Emissions,Requires improvement
28-07-2024,Workplace Safety Incidents,0.53,0.5,count,Operations,Social Impact,Requires improvement
11-06-2024,Fuel Efficiency,6.84,7.45,km/l,Logistics,Energy,On track
04-07-2024,Audit Failures,1.37,1.3,count,Quality Control,Quality,Above target
18-01-2024,Customer Complaints,8.21,7.4,count,Quality Control,Social Impact,New initiative
16-12-2024,Carbon Emissions,35.04,32.77,tons,Manufacturing,Emissions,Below target
05-01-2024,Production Downtime,18,16.97,hours,Manufacturing,Operational,Requires improvement
01-06-2024,Customer Complaints,3.01,2.85,count,Quality Control,Social Impact,Above target
18-01-2024,Employee Turnover Rate,2.02,1.87,%,Operations,Social Impact,Requires improvement
30-07-2024,Fuel Efficiency,8.64,9.12,km/l,Logistics,Energy,Requires improvement
23-12-2024,Transport Emissions,17.66,16.62,tons,Logistics,Emissions,Above target
16-06-2024,Fuel Efficiency,6.29,6.76,km/l,Logistics,Energy,New initiative
18-11-2024,Product Defect Rate,3.93,3.66,%,Quality Control,Quality,Above target
09-06-2024,Inspection Hours,5.08,4.62,hours,Quality Control,Quality,Below target
31-10-2024,Energy Consumption,12102.01,11204.26,kWh,Manufacturing,Energy,Above target
13-05-2024,Customer Complaints,4.51,4.26,count,Quality Control,Social Impact,Above target
07-07-2024,Training Hours,37.29,40.98,hours,Operations,Social Impact,Requires improvement
24-04-2024,Equipment Maintenance Cost,8825.71,8360.05,USD,Operations,Operational,New initiative
15-02-2024,Energy Consumption,46540.06,43391.87,kWh,Manufacturing,Energy,Above target
24-07-2024,Inspection Hours,11.54,10.88,hours,Quality Control,Quality,On track
17-10-2024,Customer Complaints,1.49,1.41,count,Quality Control,Social Impact,Above target
10-12-2024,Energy Consumption,37336.25,34414.98,kWh,Manufacturing,Energy,Requires improvement
27-05-2024,Product Defect Rate,1.51,1.37,%,Quality Control,Quality,Below target
20-04-2024,Audit Failures,0.26,0.25,count,Quality Control,Quality,New initiative
15-01-2024,On-Time Delivery Rate,82.08,89.18,%,Logistics,Operational,Above target
08-07-2024,Packaging Waste,155.97,143.89,kg,Logistics,Waste,Above target
20-12-2024,Product Defect Rate,0.55,0.5,%,Quality Control,Quality,Below target
11-05-2024,Inspection Hours,22.83,21.36,hours,Quality Control,Quality,New initiative
29-08-2024,Energy Consumption,30065,27136.84,kWh,Manufacturing,Energy,Above target
03-06-2024,Fuel Efficiency,4.65,5.03,km/l,Logistics,Energy,Requires improvement
24-10-2024,Customer Complaints,1.32,1.25,count,Quality Control,Social Impact,On track
27-08-2024,Training Hours,11.69,12.64,hours,Operations,Social Impact,Below target
13-05-2024,Workplace Safety Incidents,0.95,0.88,count,Operations,Social Impact,Above target
03-07-2024,Waste Generation,435.21,411.98,kg,Manufacturing,Waste,Below target
21-09-2024,Customer Complaints,9.03,8.25,count,Quality Control,Social Impact,Below target
18-03-2024,Transport Emissions,17.96,16.45,tons,Logistics,Emissions,Requires improvement
19-01-2024,Product Defect Rate,1.35,1.22,%,Quality Control,Quality,Above target
10-09-2024,Customer Complaints,1.64,1.51,count,Quality Control,Social Impact,On track
22-08-2024,Water Usage,18469.49,17277.31,liters,Manufacturing,Water,Requires improvement
27-06-2024,Product Defect Rate,4.31,4.07,%,Quality Control,Quality,On track
17-09-2024,Carbon Emissions,93.34,88.14,tons,Manufacturing,Emissions,Above target
19-10-2024,On-Time Delivery Rate,86.17,90.84,%,Logistics,Operational,New initiative
12-12-2024,Equipment Maintenance Cost,9243.93,8433.31,USD,Operations,Operational,Requires improvement
20-07-2024,Waste Generation,351.91,324.62,kg,Manufacturing,Waste,On track
23-08-2024,Fuel Efficiency,8.33,9.18,km/l,Logistics,Energy,On track
17-06-2024,Audit Failures,1.26,1.15,count,Quality Control,Quality,On track
07-03-2024,Production Downtime,19.26,17.65,hours,Manufacturing,Operational,New initiative
06-02-2024,Workplace Safety Incidents,2.4,2.19,count,Operations,Social Impact,On track
15-02-2024,Product Defect Rate,2.29,2.08,%,Quality Control,Quality,Requires improvement
27-11-2024,Carbon Emissions,26.85,24.66,tons,Manufacturing,Emissions,Below target
16-12-2024,Workplace Safety Incidents,0.9,0.85,count,Operations,Social Impact,Below target
12-04-2024,Training Hours,32.91,34.95,hours,Operations,Social Impact,New initiative
03-11-2024,Audit Failures,1.77,1.64,count,Quality Control,Quality,New initiative
05-04-2024,Product Defect Rate,3.9,3.67,%,Quality Control,Quality,New initiative
12-12-2024,Audit Failures,0.19,0.18,count,Quality Control,Quality,Requires improvement
12-02-2024,Employee Turnover Rate,2.05,1.9,%,Operations,Social Impact,New initiative
02-06-2024,Transport Emissions,9.31,8.8,tons,Logistics,Emissions,Requires improvement
24-09-2024,Employee Turnover Rate,1.63,1.53,%,Operations,Social Impact,Above target
19-09-2024,Customer Complaints,5.69,5.28,count,Quality Control,Social Impact,On track
09-05-2024,Production Downtime,11.37,10.29,hours,Manufacturing,Operational,New initiative
28-02-2024,Packaging Waste,313.51,294.21,kg,Logistics,Waste,On track
12-02-2024,Inspection Hours,24.65,23.22,hours,Quality Control,Quality,On track
15-11-2024,Customer Complaints,3.14,2.94,count,Quality Control,Social Impact,Requires improvement
18-04-2024,Packaging Waste,485.02,457.65,kg,Logistics,Waste,Above target
10-08-2024,Workplace Safety Incidents,2.24,2.08,count,Operations,Social Impact,On track
23-08-2024,Energy Consumption,22772.02,20509.97,kWh,Manufacturing,Energy,Requires improvement
03-07-2024,Audit Failures,0.61,0.57,count,Quality Control,Quality,New initiative
27-02-2024,Customer Complaints,0.88,0.8,count,Quality Control,Social Impact,Above target
28-11-2024,Carbon Emissions,92.59,87.31,tons,Manufacturing,Emissions,Above target
07-04-2024,Equipment Maintenance Cost,8499.85,8014.59,USD,Operations,Operational,New initiative
12-01-2024,Waste Generation,4118.25,3894.66,kg,Manufacturing,Waste,Requires improvement
05-09-2024,Carbon Emissions,99.15,91.22,tons,Manufacturing,Emissions,Requires improvement
30-05-2024,Product Defect Rate,4.37,4.06,%,Quality Control,Quality,Above target
31-07-2024,Product Defect Rate,2,1.81,%,Quality Control,Quality,Requires improvement
29-10-2024,Customer Complaints,0.37,0.34,count,Quality Control,Social Impact,New initiative
22-10-2024,Inspection Hours,22.86,21.18,hours,Quality Control,Quality,Requires improvement
29-02-2024,Fuel Efficiency,5.91,6.34,km/l,Logistics,Energy,Requires improvement
27-05-2024,Customer Complaints,4.48,4.13,count,Quality Control,Social Impact,Above target
27-10-2024,Equipment Maintenance Cost,3766.55,3433.61,USD,Operations,Operational,Above target
01-08-2024,Transport Emissions,3.49,3.19,tons,Logistics,Emissions,Requires improvement
16-04-2024,Transport Emissions,16.2,15.26,tons,Logistics,Emissions,New initiative
21-03-2024,Fuel Efficiency,7.56,8.34,km/l,Logistics,Energy,Above target
04-06-2024,Product Defect Rate,4.07,3.85,%,Quality Control,Quality,Requires improvement
13-05-2024,Employee Turnover Rate,1.47,1.34,%,Operations,Social Impact,Below target
17-01-2024,On-Time Delivery Rate,81.8,86.75,%,Logistics,Operational,New initiative
14-10-2024,Waste Generation,2450.33,2266.98,kg,Manufacturing,Waste,On track
24-01-2024,Equipment Maintenance Cost,2949.31,2704.57,USD,Operations,Operational,Below target
08-12-2024,On-Time Delivery Rate,88.26,93.53,%,Logistics,Operational,New initiative
26-02-2024,Energy Consumption,46698.44,43050.89,kWh,Manufacturing,Energy,Requires improvement
14-10-2024,Production Downtime,14.14,13.33,hours,Manufacturing,Operational,On track
04-07-2024,Production Downtime,6.58,6.13,hours,Manufacturing,Operational,Above target
20-02-2024,Training Hours,34.59,36.87,hours,Operations,Social Impact,Requires improvement
12-08-2024,Training Hours,18.19,20.06,hours,Operations,Social Impact,Above target
26-05-2024,Product Defect Rate,1.6,1.5,%,Quality Control,Quality,Below target
03-07-2024,Workplace Safety Incidents,0.8,0.75,count,Operations,Social Impact,Requires improvement
11-03-2024,Employee Turnover Rate,1.75,1.63,%,Operations,Social Impact,Above target
15-12-2024,Audit Failures,1.84,1.74,count,Quality Control,Quality,New initiative
05-02-2024,Fuel Efficiency,6.77,7.21,km/l,Logistics,Energy,New initiative
10-08-2024,Waste Generation,1880.62,1711.06,kg,Manufacturing,Waste,Above target
21-10-2024,Water Usage,38200.43,35641.34,liters,Manufacturing,Water,Above target
04-06-2024,Production Downtime,19.59,18.04,hours,Manufacturing,Operational,New initiative
08-11-2024,Packaging Waste,53.56,48.95,kg,Logistics,Waste,New initiative
15-11-2024,Equipment Maintenance Cost,4738.8,4313.52,USD,Operations,Operational,New initiative
11-04-2024,Customer Complaints,8.88,8.34,count,Quality Control,Social Impact,Requires improvement
23-09-2024,Fuel Efficiency,4.75,5.18,km/l,Logistics,Energy,Above target
23-06-2024,On-Time Delivery Rate,79.71,85.93,%,Logistics,Operational,New initiative
12-05-2024,Workplace Safety Incidents,0.08,0.08,count,Operations,Social Impact,New initiative
31-01-2024,Training Hours,35.78,37.69,hours,Operations,Social Impact,On track
29-11-2024,Packaging Waste,332.15,304.82,kg,Logistics,Waste,On track
22-06-2024,Water Usage,15600.09,14614.83,liters,Manufacturing,Water,Requires improvement
10-12-2024,Employee Turnover Rate,1.1,1.03,%,Operations,Social Impact,New initiative
21-09-2024,Equipment Maintenance Cost,5436.83,4960.46,USD,Operations,Operational,Below target
29-07-2024,Training Hours,23.08,25.44,hours,Operations,Social Impact,Requires improvement
19-04-2024,Energy Consumption,7798.72,7365.31,kWh,Manufacturing,Energy,Requires improvement
13-10-2024,Product Defect Rate,2.16,2,%,Quality Control,Quality,New initiative
18-12-2024,Customer Complaints,5.84,5.44,count,Quality Control,Social Impact,Requires improvement
05-09-2024,Audit Failures,1.65,1.5,count,Quality Control,Quality,Above target
01-03-2024,Inspection Hours,29.2,27.03,hours,Quality Control,Quality,New initiative
08-07-2024,Equipment Maintenance Cost,4996.88,4683.7,USD,Operations,Operational,New initiative
19-10-2024,Production Downtime,17.78,16.1,hours,Manufacturing,Operational,Below target
10-07-2024,Fuel Efficiency,6.89,7.61,km/l,Logistics,Energy,Below target
28-10-2024,Packaging Waste,268.67,252.43,kg,Logistics,Waste,Above target
20-04-2024,Product Defect Rate,4.72,4.32,%,Quality Control,Quality,Below target
23-01-2024,Equipment Maintenance Cost,519.81,482.06,USD,Operations,Operational,On track
12-07-2024,Audit Failures,1.15,1.07,count,Quality Control,Quality,Below target
18-08-2024,Inspection Hours,24.05,22.25,hours,Quality Control,Quality,Requires improvement
06-12-2024,Inspection Hours,26.66,24.43,hours,Quality Control,Quality,New initiative
24-01-2024,Audit Failures,0.47,0.43,count,Quality Control,Quality,New initiative
19-10-2024,Customer Complaints,6.46,6.09,count,Quality Control,Social Impact,On track
04-10-2024,Fuel Efficiency,7.43,8.22,km/l,Logistics,Energy,New initiative
10-01-2024,Production Downtime,12.83,12.03,hours,Manufacturing,Operational,New initiative
05-05-2024,Production Downtime,7.7,6.94,hours,Manufacturing,Operational,Above target
28-10-2024,Product Defect Rate,4.13,3.84,%,Quality Control,Quality,Requires improvement
02-04-2024,Water Usage,43236.74,38963.36,liters,Manufacturing,Water,Requires improvement
16-02-2024,Product Defect Rate,4.37,4,%,Quality Control,Quality,Below target
10-05-2024,Energy Consumption,29380.07,26861.25,kWh,Manufacturing,Energy,Above target
31-01-2024,Carbon Emissions,40.26,37.61,tons,Manufacturing,Emissions,Above target
20-02-2024,On-Time Delivery Rate,76.99,85.27,%,Logistics,Operational,Requires improvement
02-03-2024,On-Time Delivery Rate,81.66,89.13,%,Logistics,Operational,Requires improvement
09-09-2024,Carbon Emissions,34.09,31.57,tons,Manufacturing,Emissions,Above target
27-07-2024,Product Defect Rate,1.71,1.57,%,Quality Control,Quality,New initiative
17-05-2024,Water Usage,2416.42,2251.32,liters,Manufacturing,Water,On track
04-06-2024,Carbon Emissions,85.17,78.67,tons,Manufacturing,Emissions,Above target
13-03-2024,Audit Failures,0.17,0.16,count,Quality Control,Quality,Above target
11-10-2024,On-Time Delivery Rate,86.03,92.82,%,Logistics,Operational,Requires improvement
28-05-2024,Product Defect Rate,0.5,0.46,%,Quality Control,Quality,New initiative
02-11-2024,Workplace Safety Incidents,0.18,0.17,count,Operations,Social Impact,Below target
26-10-2024,Transport Emissions,19.99,18.83,tons,Logistics,Emissions,Above target
02-06-2024,Fuel Efficiency,5.38,5.81,km/l,Logistics,Energy,On track
23-05-2024,Water Usage,35223.04,33163.37,liters,Manufacturing,Water,New initiative
15-12-2024,Inspection Hours,20.26,19.2,hours,Quality Control,Quality,Below target
05-05-2024,Packaging Waste,490.84,459.13,kg,Logistics,Waste,Below target
09-01-2024,Packaging Waste,144.78,137.24,kg,Logistics,Waste,Below target
10-12-2024,Workplace Safety Incidents,1.83,1.65,count,Operations,Social Impact,On track
20-07-2024,Equipment Maintenance Cost,5780.01,5403.29,USD,Operations,Operational,Requires improvement
10-12-2024,Energy Consumption,29239.22,27620.2,kWh,Manufacturing,Energy,Requires improvement
02-07-2024,Waste Generation,5200.65,4865.79,kg,Manufacturing,Waste,New initiative
04-03-2024,Inspection Hours,25.98,24.44,hours,Quality Control,Quality,On track
11-01-2024,Customer Complaints,9.36,8.63,count,Quality Control,Social Impact,Above target
23-04-2024,Packaging Waste,136.18,128.12,kg,Logistics,Waste,Below target
26-12-2024,Equipment Maintenance Cost,9689.32,8738.21,USD,Operations,Operational,Requires improvement
26-02-2024,Workplace Safety Incidents,0.59,0.56,count,Operations,Social Impact,Requires improvement
10-12-2024,Transport Emissions,4.24,3.86,tons,Logistics,Emissions,New initiative
12-05-2024,Workplace Safety Incidents,1.76,1.65,count,Operations,Social Impact,Above target
10-11-2024,Training Hours,12.73,13.63,hours,Operations,Social Impact,New initiative
14-06-2024,Transport Emissions,1.04,0.96,tons,Logistics,Emissions,On track
10-09-2024,Audit Failures,0.55,0.51,count,Quality Control,Quality,Requires improvement
03-08-2024,Fuel Efficiency,8.58,9.42,km/l,Logistics,Energy,Below target
19-10-2024,Customer Complaints,0.05,0.05,count,Quality Control,Social Impact,On track
07-05-2024,Carbon Emissions,105.01,98.03,tons,Manufacturing,Emissions,On track
15-01-2024,Employee Turnover Rate,1.04,0.99,%,Operations,Social Impact,On track
08-05-2024,Audit Failures,1.62,1.51,count,Quality Control,Quality,Below target
19-06-2024,Workplace Safety Incidents,1.42,1.35,count,Operations,Social Impact,On track
16-11-2024,Workplace Safety Incidents,2.33,2.17,count,Operations,Social Impact,On track
